cell,nuclide,score,mean,std. dev.
70,Li6,"(n,Xt)",1.0428907547977233,0.00129907633106095
70,Li7,"(n,Xt)",7.154595119114013e-06,1.807104897399737e-08
67,Li6,"(n,Xt)",0.2293235419901217,0.00031445236107722075
67,Li7,"(n,Xt)",1.9486180224538163e-06,2.5962254846694325e-09
