cell,nuclide,score,mean,std. dev.
10,Li6,"(n,Xt)",0.9060030606228388,0.000923138799510734
10,Li7,"(n,Xt)",0.09316101006627381,0.0001850327977191714
6,Li6,"(n,Xt)",0.06581048062644092,0.0001901009742732039
6,Li7,"(n,Xt)",0.024232728690912735,3.4947276265291875e-05
