cell,nuclide,score,mean,std. dev.
70,Li6,"(n,Xt)",0.9751974905489575,0.001455741318555356
70,Li7,"(n,Xt)",8.376769353039312e-06,1.4646943762997395e-08
67,Li6,"(n,Xt)",0.2466606080197567,0.00030187332443800855
67,Li7,"(n,Xt)",2.133851707132288e-06,2.889330488080132e-09
