cell,nuclide,score,mean,std. dev.
70,Li6,"(n,Xt)",0.881443371999264,0.000821272040611173
70,Li7,"(n,Xt)",0.10109218856585904,0.00012589315251456426
67,Li6,"(n,Xt)",0.1244810959950819,0.0002782535218911851
67,Li7,"(n,Xt)",0.028268177026456082,3.0961883405767473e-05
