enrichment,bare,22_slry_0_mlt_0.5_ref_0_pp.csv,22_slry_0_mlt_1.5_ref_0_pp.csv,22_slry_0_mlt_1_ref_0_pp.csv,22_slry_0_mlt_2_ref_0_pp.csv
0.01,0.428365167,0.4219123189090815,0.4124148788968776,0.4172064913141069,0.4073047303674617
7.5,1.176862447,1.17515537651739,1.1741583373400808,1.1721048682941824,1.1731841044441411
15.0,1.209729528,1.2077235589600153,1.2104012941716231,1.2077792744970923,1.2100103759921637
25.0,1.223575556,1.2247213935569543,1.2287765800245292,1.2264107615918127,1.231521123831807
50.0,1.220874813,1.2286189301415709,1.237205513866228,1.2322472355737937,1.2413419376281905
75.0,1.206134367,1.215001793181882,1.2284383339819465,1.2228782099253144,1.2348526763141434
99.99,1.189121384,1.1955450542870492,1.2129271996481117,1.2065755142848151,1.2210725357251226
