enrichment,bare,3a_slry_50_mlt_0_ref_0_pp.csv,3a_slry_100_mlt_0_ref_0_pp.csv,3a_slry_150_mlt_0_ref_0_pp.csv,3a_slry_200_mlt_0_ref_0_pp.csv,3a_slry_250_mlt_0_ref_0_pp.csv,3a_slry_1000_mlt_0_ref_0_pp.csv
0.01,0.000474573,0.0006655982870978,0.0013446908502783,0.0010681898406307,0.0007278054063831,0.0009398082890543,0.000747135962675
7.5,0.000587528,0.0010802485082859,0.0013951039998856,0.0011628591057439,0.0013597323645018,0.0009635015240422,0.0007471359626664
15.0,0.001251596,0.0009952115484906,0.001344516916322,0.0005390471281508,0.0006485637724163,0.0012720954824164,0.0007471359626584
25.0,0.001272486,0.0010011121975305,0.0012049512646437,0.0015443058800949,0.0007959824406055,0.0011790038158845,0.0007471359626665
50.0,0.001310144,0.0013039358683515,0.0014074636363529,0.0011675823214797,0.0006608742697295,0.0015051664432799,0.0007471359626916
75.0,0.00113424,0.001069854707188,0.0011672898317504,0.0012511674371005,0.0008259667166598,0.0009343219082175,0.0007471359626996
99.99,0.001036591,0.0010398512201238,0.0010960819709128,0.0011079987767532,0.0009285816001032,0.0013358517287883,0.0007471359626828
