mlt_0.5_pp.csv,mlt_0_pp.csv,mlt_1.5_pp.csv,mlt_10.5_pp.csv,mlt_10_pp.csv,mlt_11.5_pp.csv,mlt_11_pp.csv,mlt_12_pp.csv,mlt_1_pp.csv,mlt_2.5_pp.csv,mlt_2_pp.csv,mlt_3.5_pp.csv,mlt_3_pp.csv,mlt_4.5_pp.csv,mlt_4_pp.csv,mlt_5.5_pp.csv,mlt_5_pp.csv,mlt_6.5_pp.csv,mlt_6_pp.csv,mlt_7.5_pp.csv,mlt_7_pp.csv,mlt_8.5_pp.csv,mlt_8_pp.csv,mlt_9.5_pp.csv,mlt_9_pp.csv
1.193141469261966,1.1753664873761311,1.2269166133023492,1.344413908970777,1.3444849066594933,1.3450878637475778,1.345969167218483,1.346637372632774,1.2115762081796404,1.253255389315442,1.2405803112257876,1.2736033393415458,1.2635385324184816,1.2908864560620172,1.2820815734922295,1.3045516183255546,1.297580134707203,1.3175672608982263,1.3106502854549709,1.329789472687373,1.3231896241687324,1.335581176928944,1.3319125689874431,1.3398946087856674,1.3371333367122629
1.1959386400257646,1.179114981801019,1.2280444386121443,1.346195771192212,1.3438092168774547,1.3464590806636445,1.343815264725568,1.347623873793471,1.2130682009796565,1.2533072642389127,1.2395611355708018,1.2746104206163846,1.264527226086999,1.2929737856209038,1.283438809700311,1.305820318134867,1.3006198939578186,1.320812778873875,1.3142473629615326,1.3306418833225389,1.3234670328962002,1.3338269321326723,1.3300524017334183,1.3402263735821367,1.338455566764995
1.19919100891702,1.180487761846971,1.2310945389338213,1.3447635914761786,1.34514446493238,1.345802435063464,1.3450891697398917,1.3459616437932644,1.2153289750649916,1.254838543102884,1.2417812448375518,1.2771122444549547,1.2662708712788673,1.293569191403508,1.284845745064349,1.306711066279146,1.3013121244392525,1.318882569608264,1.315848473764402,1.3307224047851038,1.32483789963602,1.3346208518691538,1.3316749385307274,1.341184675326604,1.3402628510249792
1.2044036305431225,1.1855242540439543,1.2331048354044285,1.3440636540227249,1.3441181201645396,1.3453972782415933,1.3454723664844614,1.3461844698006231,1.2171809277066423,1.2590962462509885,1.24600583306445,1.2783623619694868,1.266769233230333,1.295896876414341,1.286699504091518,1.310415958375993,1.30396180496362,1.3203588033071736,1.317357474895961,1.3314553692037183,1.3233450459502551,1.3369430288023847,1.3333460993757555,1.3420748492915,1.3389343386011676
1.2057282700917809,1.190446217709553,1.2354130654503044,1.343445764639268,1.3449985659274748,1.34446538691385,1.3444098454726423,1.3437768001861623,1.2229136141330237,1.259948554597084,1.2485135173710278,1.280393027103444,1.2709620962510255,1.29818370755455,1.288813592931005,1.3108096660134236,1.305932877946746,1.3220041591524312,1.318874303488912,1.3327165559188787,1.3258575278912277,1.3386175921456416,1.3350822216033096,1.344061299546546,1.3409594686176247
1.209914532236115,1.193354507337102,1.2403368945603968,1.343096965928032,1.3469728733021429,1.3457144761811926,1.343626737253098,1.3446136864597436,1.2259216995434168,1.2632433972081476,1.2519148523040642,1.2816069013905464,1.2743121006277258,1.2990274856954689,1.293302893962471,1.3096846992841915,1.3062256127403549,1.3224836998182092,1.3192973576712468,1.3322235954896735,1.32775020134542,1.3384912787686427,1.336190376105177,1.342389489158625,1.3405977747653743
1.2147469140327103,1.1983556185292583,1.2443751377415426,1.346230881539879,1.346284690891012,1.348283965155512,1.3476223822246385,1.346587146437617,1.231795199009119,1.2665798021620938,1.2552698112660463,1.2871676496054003,1.2771469808378084,1.3030802974260556,1.2952527634386433,1.3150726421391172,1.310107332066902,1.3233491541924498,1.3197374919702862,1.3330682160899423,1.328677876471935,1.3380216800590514,1.3360470364828452,1.3430121598459988,1.3430354433667742
1.2183831354375771,1.2058752261497907,1.2461755314242706,1.3454128794907876,1.345209088621259,1.3495266134491033,1.34493753793056,1.3465252141142443,1.2341318637476353,1.2714235666129905,1.2586782511643184,1.2881738443038702,1.2811915110793284,1.3055616663404848,1.2995027797339822,1.3172112762989332,1.3121465217606594,1.3259047514415612,1.320387973006656,1.333159900647294,1.3314753039068334,1.3396595904697255,1.3372720507907057,1.342575144728852,1.3433643110613014
1.2255837178596152,1.2087707952261182,1.2508259632409953,1.3451680145184848,1.344727340928254,1.3477812237964777,1.347783677183744,1.3459999937613,1.238072373478534,1.2729842083407803,1.262229456483165,1.2910039967549691,1.2817696956276703,1.3096799711333196,1.3010363938589051,1.318010499206703,1.3152146346174085,1.32947313353145,1.3230149306603114,1.3324937731014217,1.332510123039614,1.341739263195692,1.337534440047039,1.3442305969772106,1.342722242295279
1.2286619611947542,1.2152733705166414,1.253828516279596,1.3450199699255008,1.3473917947222125,1.3437876783816178,1.3449160572324257,1.345544746509204,1.2435678848407103,1.2774642753032115,1.2694974919855593,1.2951212886105163,1.2866602004158223,1.309106390934882,1.3029638463044086,1.320205820290158,1.3147515896776654,1.3301121982609734,1.324482349217718,1.3365298156135208,1.3325575529059392,1.342360524042986,1.3380002519659944,1.3471565582550578,1.3431748451024903
