enrichment,bare,20_slry_50_mlt_0_ref_0_pp.csv,20_slry_100_mlt_0_ref_0_pp.csv,20_slry_150_mlt_0_ref_0_pp.csv,20_slry_200_mlt_0_ref_0_pp.csv,20_slry_250_mlt_0_ref_0_pp.csv,20_slry_1000_mlt_0_ref_0_pp.csv
0.01,0.428365167,0.2522878901548986,0.1883631313722159,0.1564104607086371,0.1380085121671331,0.1258777667057435,0.0
7.5,1.176862447,1.1530548714562032,1.133655730213302,1.1139538661198607,1.0942634310395287,1.0729703804182626,0.0
15.0,1.209729528,1.197139309778328,1.187941776794852,1.1781920228564475,1.1695605365435622,1.1581004431405355,0.0
25.0,1.223575556,1.2167227724123293,1.2129588133653868,1.2099712567600969,1.2059149371048623,1.200950463638408,0.0
50.0,1.220874813,1.220667298097778,1.2220493715708534,1.225413359832968,1.225831597185265,1.2277258520523835,0.0
75.0,1.206134367,1.210288079023427,1.214031050270865,1.2167798637591498,1.220030442859546,1.2241204365539582,0.0
99.99,1.189121384,1.1942505770171894,1.199465784357723,1.2029638256324948,1.207904805934224,1.212556335886474,0.0
