enrichment,bare,8_slry_50_mlt_0_ref_0_pp.csv,8_slry_100_mlt_0_ref_0_pp.csv,8_slry_150_mlt_0_ref_0_pp.csv,8_slry_200_mlt_0_ref_0_pp.csv,8_slry_250_mlt_0_ref_0_pp.csv,8_slry_1000_mlt_0_ref_0_pp.csv
0.01,0.428365167,0.4244511763410811,0.4202549999734342,0.4146915182872514,0.4097982585981635,0.4036101375422877,0.0
7.5,1.176862447,1.1791149818010154,1.180487761846973,1.1855242540439537,1.190446217709558,1.1933545073371057,0.0
15.0,1.209729528,1.210988613776935,1.2148943366335727,1.218737864081728,1.2251755599748582,1.2292570016330482,0.0
25.0,1.223575556,1.2232045467050638,1.227706743119798,1.2328746675555182,1.2402228995331874,1.2466142231342014,0.0
50.0,1.220874813,1.2231139831745983,1.2296899009041042,1.2364703805670114,1.24327259278574,1.2495070349714397,0.0
75.0,1.206134367,1.2123053129234251,1.2176556660590294,1.224797639377816,1.2309231617844782,1.2380892415377442,0.0
99.99,1.189121384,1.1970394155552109,1.203377987217089,1.2087700727391075,1.2158745906504531,1.2239888440614195,0.0
