cell,nuclide,score,mean,std. dev.
20,Li6,"(n,Xt)",0.9462449894221706,0.0006803677122016074
20,Li7,"(n,Xt)",0.08063966109937162,9.161879141609683e-05
17,Li6,"(n,Xt)",0.11728627109087486,0.0002137935251797005
17,Li7,"(n,Xt)",0.028402532940138343,2.8590101250975847e-05
